year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
4th Year,774dd23fc8f7,explain key components such,Explain key components such,CLOUD SECURITY,4th-year.pdf,1,1647
4th Year,e4366824bf9f,explain kill process with the,Explain Kill process with the,010X20-80T,4th-year.pdf,1,6437
4th Year,19bd39b10132,explain layer and switching,Explain Layer 2 and 3 switching.,Q2.,4th-year.pdf,1,1008
4th Year,ec2f69ea4b57,explain layers of unix,Explain layers of UNIX,010X20-80T,4th-year.pdf,1,6441
4th Year,c3b3dacc7e30,explain mechanisms for instruction pipelining improvement voa,Explain mechanisms for instruction pipelining improvement. VOA,[P.T.O.],4th-year.pdf,1,266
4th Year,4e6238034d45,explain method overriding and overloading with example,Explain method overriding and  overloading with example. (10 marks),"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,124
4th Year,2646d1e24105,explain msi mesi and moesi in detail,"Explain MSI, MESI, and MOESI in detail.",[P.T.O.],4th-year.pdf,1,315
4th Year,379fd1d3e2be,explain multithreading with help of openmp also give case study of,Explain multithreading with help of OpenMP. Also give case study of,TCS-702/1420,4th-year.pdf,1,430
4th Year,1947a85cc480,explain name service in linux operating what is use of host and nsswitch configuration file,(c) Explain name service in Linux operating. What is use of host and nsswitch configuration file?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4267
4th Year,4835c4833a2f,explain neural architecture and learning process in detail,Explain Neural Architecture and learning process in detail?,SOFT COMPUTING,4th-year.pdf,1,5923
4th Year,ba77d411f9c2,explain quality tree,Explain Quality Tree.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3982
4th Year,c98fe1a2ad17,explain scalability and concurrency,Explain Scalability and Concurrency,(5X4=20),4th-year.pdf,1,5072
4th Year,fe50ed333af1,explain the,Explain the,10X2,4th-year.pdf,1,1174
4th Year,d658323b9db2,explain the advanced encryption standard algorithm in details,Explain the Advanced Encryption Standard (AES) algorithm in details.,C12,4th-year.pdf,1,5597
4th Year,60f11835901c,explain the auditing as a tool for quality improvement,Explain the auditing as a tool for quality improvement.,[P.T.O.],4th-year.pdf,1,5727
4th Year,aa3f3c96e7f0,explain the bidirectional gaussian elimination for solving a set of linear algebraic,Explain the bidirectional Gaussian elimination for solving a set of linear algebraic,M32) (320) HOT,4th-year.pdf,1,795
4th Year,e378303c05bd,explain the bidirectional gaussian elimination for solving a set of linear algebraic equation,Explain the Bidirectional Gaussian elimination for solving a set of linear algebraic equation.,[P.T.O.],4th-year.pdf,1,294
4th Year,93cd5983641a,explain the british standards for quality systems,Explain the British standards for Quality systems.,[P.T.O.],4th-year.pdf,1,5735
4th Year,9918c5a9ee59,explain the challenges,Explain the challenges,CLOUD SECURITY,4th-year.pdf,1,1683
4th Year,c03918d76600,explain the challenges of directional antennasin,(5 marks) (ii) Explain the challenges of directional antennasin,S0178,4th-year.pdf,1,572
4th Year,f516149ef6f5,explain the cisco enterprise composite network model in detail,Explain the Cisco Enterprise Composite Network Model in detail.,Q2.,4th-year.pdf,1,1000
4th Year,7d1828079d15,explain the classification by decision tree induction describe,Explain the classification by decision tree induction. Describe,MM.: 100,4th-year.pdf,1,4558
4th Year,b48b1cedecb3,explain the client side of nis,Explain the client side of NIS.,LINUX?,4th-year.pdf,1,6637
4th Year,48a8888b0026,explain the concept of color lookup table,Explain the concept of color lookup table?,VO1230,4th-year.pdf,1,3842
4th Year,d4f97d920abe,explain the concept of grid computing and give its,Explain the concept of grid computing and give its,P.T.O,4th-year.pdf,1,2924
4th Year,cba981b8b140,explain the concept of init program,Explain the concept of Init program.,SYSTEM ADMINISTRATION,4th-year.pdf,1,6550
4th Year,a2987b80e2b9,explain the concept of optimization,Explain the concept of Optimization?,[P.T.O.],4th-year.pdf,1,6057
4th Year,ec07bc1c8ff2,explain the concept of platform as a service and its significance in cloud computing,Explain the concept of Platform as a Service (PaaS) and its significance in cloud  computing.,CLOUD SECURITY,4th-year.pdf,1,1763
4th Year,d62e714be6b4,explain the concept of registration of leading accessors,Explain the concept of registration of leading accessors.,[P.T.O.],4th-year.pdf,1,5731
4th Year,dc720b5c7d19,explain the concept of security and how we can provide security in password files,Explain the concept of security and how we can provide security in password files?,SYSTEM ADMINISTRATION,4th-year.pdf,1,6510
4th Year,39473da1e56a,explain the concept of time shared processing in what respects it differ from the,Explain the concept of time shared processing. In what respects it differ from the,ADVANCE COMPUTER ARCHITECTURE,4th-year.pdf,1,635
4th Year,a9dd90a0b495,explain the concept open api why we use this to design social networking,Explain the concept Open API. Why we use this to design Social Networking,[P.T.O.],4th-year.pdf,1,7288
4th Year,c2f092b201dd,explain the concepts of remote,Explain the concepts of remote,Q.3,4th-year.pdf,1,4967
4th Year,00e3dbf7a16f,explain the current state of the data security in the cloud,Explain the current state of the Data Security in the Cloud.,BCST-803 (D),4th-year.pdf,1,7030
4th Year,8ccf9886343c,explain the data warehouse architecture,Explain the data warehouse architecture.,[P.T.O.],4th-year.pdf,1,4421
4th Year,6d89721d9cdf,explain the design and implementation of the sun network file system,Explain the design and implementation of the SUN Network file system.,Q.3,4th-year.pdf,1,5005
4th Year,80b5e429d373,explain the difference between superscalar and vliw architecture in terms of,Explain the difference between superscalar and VLIW architecture in terms of,M32) (320) HOT,4th-year.pdf,1,783
4th Year,14f02bd32f27,explain the difference between superscalar and vliw architecture in terms of hardware and software requirements,Explain the difference between superscalar and VLIW architecture in terms of hardware and software requirements.,[P.T.O.],4th-year.pdf,1,268
4th Year,823c860a9ec5,explain the difference between token and non token based algorithm,(d) Explain the difference between token and non-token based algorithm?,[P.T.O.],4th-year.pdf,1,4950
4th Year,3924a287c528,explain the different technique to handled,Explain the different technique to handled,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,31
4th Year,a675f0bf504f,explain the different types of cloud computing,Explain the different types of cloud computing?,Q.5,4th-year.pdf,1,5034
4th Year,90cf45069519,explain the essential features of cloud,Explain the essential features of cloud,Q.5,4th-year.pdf,1,5028
4th Year,09558e0ed9de,explain the file system hierarchy in linux system,Explain the file system hierarchy in Linux System.,ΤΕΘΕΙΘΕΟΣ,4th-year.pdf,1,6784
4th Year,b66abb01acf0,explain the following a multilayer switching b hierarchical ip,Explain the following: a) Multilayer switching b) Hierarchical IP,(C),4th-year.pdf,1,1200
4th Year,646a9d3b9e84,explain the following terms,Explain the following terms:,M32) (320) HOT,4th-year.pdf,1,749
4th Year,251fb1c1833c,explain the following terms as applied to communication patterns in a message,Explain the following terms as applied to communication patterns in a message,TCS-702/1920,4th-year.pdf,1,823
4th Year,abfae9375d0a,explain the implementation rules of vector clock,Explain the implementation rules of vector clock,Q.1,4th-year.pdf,1,4916
4th Year,ad60d3f934cd,explain the importance of lamport s logical clock,Explain the importance of lamport's logical clock?,Q.1,4th-year.pdf,1,4908
4th Year,bb6168e4a40f,explain the inclusion property and memory coherence requirements in a multilevel memory hierarchy distinguish between write through and write back policies in maintaining the coherence in adjacent levels also explain the basic concepts of paging segmentation in managing the physical and virtual memories in hierarchy,Explain the inclusion property and memory coherence requirements in a multilevel memory hierarchy. Distinguish between write through and write back policies in maintaining the coherence in adjacent levels. Also explain the basic concepts of paging & segmentation in managing the physical and virtual memories in hierarchy.,[P.T.O.],4th-year.pdf,1,261
4th Year,c44fa476f2c3,explain the intended purpose of each,Explain the intended purpose of each.,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4263
4th Year,fffcf1df4dac,explain the interconnection networks and its types with examples,Explain the interconnection networks and its types with examples.,SECTION-3,4th-year.pdf,1,3154
4th Year,c52fa09227d7,explain the key differences between multimedia data and conventional types of media,Explain the key differences between multimedia data and conventional types of media..,5X4 20,4th-year.pdf,1,3782
4th Year,df72e644ea40,explain the layers architecture of unix with the purpose of each layer,Explain the layers architecture of UNIX with the purpose of each layer.,HOBT,4th-year.pdf,1,6615
4th Year,cee97db7ceeb,explain the market basket analysis,Explain the market basket analysis?,MM.: 100,4th-year.pdf,1,4552
4th Year,932650b0d83d,explain the mechanisms used for this purpose,Explain the mechanisms used for this purpose.,DS-1096],4th-year.pdf,1,3687
4th Year,dda8e1cd7613,explain the methods for concurrency control in distributed system,Explain the methods for concurrency control in distributed system,Q.3,4th-year.pdf,1,5001
4th Year,6dfe38d07f37,explain the need of keeping memory consistent how will you keep memory consistent,Explain the need of keeping memory consistent. How will you keep memory consistent?,TCS-702/1420,4th-year.pdf,1,427
4th Year,ee66c32604fe,explain the need of quality system,Explain the need of Quality system.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5664
4th Year,ae6ee0d6444a,explain the organization of file structure,Explain the organization of file structure?,Q.2,4th-year.pdf,1,6850
4th Year,68299bc515fd,explain the participants in the,Explain the participants in the,E34,4th-year.pdf,1,2515
4th Year,a509759988ef,explain the procedure to mine multi level association rules from transactional databases take suitable basket example while answering,Explain the procedure to mine multi level association rules from transactional databases. Take suitable basket example while answering.,TID,4th-year.pdf,1,3409
4th Year,73eb28e20817,explain the process of data warehouse design and a three tire data,Explain the process of data warehouse design and a three tire data,WATAO,4th-year.pdf,1,4753
4th Year,ebc86f15c4ac,explain the process of just in time,(5 marks) (ii) Explain the process of Just-In-Time (JIT),"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,111
4th Year,92a578051f44,explain the process of service oriented analysis and its importance in developing business centric soa,Explain the process of service-oriented analysis and its importance in developing  business-centric SOA.,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,5814
4th Year,d202e03da0a1,explain the purpose of the s boxes in des,Explain the purpose of the S-boxes in DES?,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,1980
4th Year,60db15ca6088,explain the quality planning process,Explain the Quality Planning Process.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3996
4th Year,4f8e2194ae67,explain the responsibility for progress of quality systems,Explain the responsibility for progress of quality systems.,[P.T.O.],4th-year.pdf,1,5717
4th Year,0e2d85fd3c3b,explain the role of procedure and role of auditing,Explain the role of procedure and role of auditing.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5688
4th Year,7d3a64b44c6f,explain the side effects and fringe benefits of ip masquerading,Explain the side effects and fringe benefits of IP Masquerading.,SYSTEM ADMINISTRATION,4th-year.pdf,1,6560
4th Year,88711fc59d82,explain the significance of quantization error,Explain the significance of quantization error?,5X4 20,4th-year.pdf,1,3794
4th Year,951ee446b0e0,explain the steps in knowledge discovery explain the data pre processing techniques in detail,Explain the steps in Knowledge discovery. Explain the data pre-processing techniques in detail.,TID,4th-year.pdf,1,4487
4th Year,1793659ebe41,explain the steps of checking the arp tables,Explain the steps of checking the ARP tables.,B.TECH.(CS/IT) (SEMESTER-VII),4th-year.pdf,1,6702
4th Year,6bfe3f638e55,explain the sugeno fuzzy inference model with a suitable example,Explain the Sugeno Fuzzy Inference Model with a suitable example.,[P.T.O.],4th-year.pdf,1,6181
4th Year,a9f579f20d30,explain the temporal locality spatial locality and sequential locality associated with,"Explain the temporal locality, spatial locality and sequential locality associated with",S4: X COS (Z),4th-year.pdf,1,232
4th Year,fdf2445054c2,explain the term message complexity in reference to,"Explain the term, Message Complexity in reference to 1891",E34,4th-year.pdf,1,2499
4th Year,46427ee5e9da,explain the term quality,Explain the term Quality.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5629
4th Year,2c0218f2ff1e,explain the termination decision and dependence,"Explain the termination, decision and dependence",TCS-089/1540,4th-year.pdf,1,2360
4th Year,9a7ad5aaf6c1,explain the various run levels inittab file and switching users groups detail,Explain the various run levels. Inittab file and switching users/groups detail.,ΤΕΘΕΙΘΕΟΣ,4th-year.pdf,1,6802
4th Year,9630a433f57a,explain the working of blowfish and message digest algorithm,"Explain the working of Blowfish, and, Message Digest Algorithm.",CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2215
4th Year,5f47e369234b,explain the working of shadow files,Explain the working of shadow files.,Q.2,4th-year.pdf,1,6858
4th Year,06599a14ae42,explain the working of the md algorithm,Explain the working of the MD5 Algorithm.,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,1993
4th Year,5802d4b02ca6,explain the working of vector logical clock with,Explain the working of vector logical clock with,TCS-801/1890/4,4th-year.pdf,1,2832
4th Year,7ddd6366e01f,explain their,Explain their,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4017
4th Year,a051e535b17d,explain their working,explain their working.,Q.2,4th-year.pdf,1,6872
4th Year,12104c1c014d,explain this with the help of a suitable,Explain this with the help of a suitable,SECTION-4,4th-year.pdf,1,3244
4th Year,336566008773,explain use and requirement statements in perl and write a perl script to find n,Explain USE and REQUIREMENT statements in perl and write a perl script to find n,[2X10=20],4th-year.pdf,1,7485
4th Year,e50896bf2deb,explain user profiles and the concept of switching the users removing the users,"Explain User profiles, and the concept of switching the users & removing the users?",SYSTEM ADMINISTRATION,4th-year.pdf,1,6546
4th Year,41fb2f66c5b7,explain various data warehousing operations with suitable examples,Explain various data warehousing operations with suitable examples.,DS-1103/3034],4th-year.pdf,1,3590
4th Year,3e9d58135192,explain various duties of,Explain various duties of,010X20-80T,4th-year.pdf,1,6434
4th Year,c4131a218217,explain various duties of system administrator,Explain various duties of System Administrator.,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4265
4th Year,09f461934fbf,explain various information which password file contain how do we provide password security,Explain various information which password file contain. How do we provide password security?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4194
4th Year,e6ebce6c354b,explain various olap operations used on a data cube,Explain various OLAP operations used on a data cube.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4635
4th Year,67d07b5720ea,explain various problems encountered while routing messages in,Explain various problems encountered while routing messages in,DS-1096],4th-year.pdf,1,3719
4th Year,61c27d9a55cb,explain various types of firewall,Explain various types of firewall.,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2007
4th Year,f996333c2c60,explain vector operations and vector instruction types,Explain vector operations and vector instruction types.,[P.T.O.],4th-year.pdf,1,273
4th Year,da00d8d5e793,explain web based information system using suitable block diagram,Explain Web based Information System using Suitable block Diagram?,[P.T.O.],4th-year.pdf,1,7342
4th Year,7918d769f0ea,explain why i frames are inserted into the compressed output stream relatively frequently explain the terms gop and,"Explain why I-frames are inserted into the compressed output stream relatively frequently. Explain the terms ""GOP"" and","(SEM. VIII) EXAMINATION, 2012 MULTIMEDIA COMMUNICATION & SYSTEM DESIGN",4th-year.pdf,1,3744
4th Year,2b5b15265661,explain wireless security in detail,Explain Wireless Security in detail.,Q4.,4th-year.pdf,1,1061
4th Year,138e9d6d5740,explain with,Explain with,(A),4th-year.pdf,1,2108
4th Year,138e9d6d5740,explain with,Explain with,BCST-802/BITT-802,4th-year.pdf,1,7135
4th Year,138e9d6d5740,explain with,Explain with,Q.3.,4th-year.pdf,1,506
4th Year,2d98d58ee987,explain with a suitable example,Explain with a suitable example.,E34,4th-year.pdf,1,2513
4th Year,3c185b6ec0ef,explain with a suitable example what are the advantages of fuzzy logic controller over that of a conventional controller uolagen evnery light,"Explain with a suitable example. What are the advantages of Fuzzy Logic Controller over that of a conventional controller?uolagen evnery, LIGHT",[P.T.O.],4th-year.pdf,1,6178
4th Year,e2ec9d0b9bad,explain with an example discuss the,Explain with an example. Discuss the,"(SEM. VIII) EXAMINATION, 2012 DISTRIBUTED SYSTEMS",4th-year.pdf,1,2408
4th Year,5188eccd3883,explain with example,Explain  with example.,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,49
4th Year,5188eccd3883,explain with example,Explain with example.,NFS ?,4th-year.pdf,1,4279
4th Year,d38f3a72333d,explain with neat examples the various operations one can perform on a data,Explain with neat examples the various operations one can perform on a data,WATAO,4th-year.pdf,1,4725
4th Year,0cff0e9afc44,explain with relevance to,Explain with relevance to,CLOUD SECURITY,4th-year.pdf,1,1669
4th Year,d3e7764e094a,explain with suitable,Explain with suitable,[P.T.O.],4th-year.pdf,1,4409
4th Year,236057092819,explain with suitable example,Explain with suitable example,Q.3,4th-year.pdf,1,4971
4th Year,236057092819,explain with suitable example,Explain with suitable example.,MOBILE COMPUTING,4th-year.pdf,1,3635
4th Year,55462cd01804,explain with suitable example c,Explain with suitable example. c),NETWORKS,4th-year.pdf,1,1482
4th Year,d32317563cb5,explain with suitable examples explain,Explain with suitable examples. Explain,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,3318
4th Year,4dae3c5b1280,explain with the example what could be the impact of absence of global clock,"Explain with the example, what could be the impact of absence of global clock","(SEM. VIII) EXAMINATION, 2012 DISTRIBUTED SYSTEMS",4th-year.pdf,1,2412
4th Year,6388e21cab69,explain with the help of,Explain with the help of,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4680
4th Year,c3c76621c902,explain with the help of an example,Explain with the help of an example.,SYSTEM ADMINISTRATION,4th-year.pdf,1,6496
4th Year,28a88eaa56fc,explain with the help of implementation rule of vector clocks how they are,Explain with the help of implementation rule of Vector Clocks. how they are,DS-1095],4th-year.pdf,1,2448
4th Year,18bee00e4243,explain working,Explain working,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,5874
4th Year,ebc7ed572e33,explain wsdl using suitable block diagram write a html page with java script to find the area of triangle,Explain WSDL using suitable block diagram. Write a HTML page with java script to find the area of triangle?,[P.T.O.],4th-year.pdf,1,7327
4th Year,fa81d3f75e99,export file in nfs,export file in NFS?,HOBT,4th-year.pdf,1,6627
4th Year,eaa40869e595,f describe in details about the features and architecture of ado net,f) Describe in details about the Features and Architecture of ADO.Net?,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,52
4th Year,e104d9256f26,f what are ext and ext file systems,f) What are ext2 and ext3 file systems?,Q.2,4th-year.pdf,1,6854
4th Year,8afed0df31ef,f what are the features and advantages of zfs,f) What are the features and advantages of ZFS?,"EVEN (VIII) SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1342
4th Year,df3e901a2ef1,f what do you mean by mounting an nfs volume,f) What do you mean by mounting an NFS volume?,5X4,4th-year.pdf,1,6426
4th Year,5a08045a0101,f what is doppler effects,f) What is Doppler Effects?,"EVEN (VIII) SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,6931
4th Year,fd599acda91f,f what is qos,f) What is QoS?,NETWORKS,4th-year.pdf,1,1460
4th Year,55cf0ed96bb1,f what is underfitting,f) What is underfitting?,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1547
4th Year,05568d8f4fc5,f why parallel computing is required,f) Why parallel computing is required?,ADVANCED COMPUTER ARCHITECTURE (TCS-702),4th-year.pdf,1,467
4th Year,a24368ceb00c,failures,failures?,DS-1096],4th-year.pdf,1,3687
4th Year,c840d59586f0,firewalls can block and what they cannot block,firewalls can block and what they cannot block?,SYSTEM ADMINISTRATION,4th-year.pdf,1,6529
4th Year,d0057a84efcc,following companies,following companies?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5226
4th Year,3543054e12cb,for displaying steady images on slower monitors,for displaying steady images on slower monitors?,5X4 20,4th-year.pdf,1,3792
4th Year,6b8e33091c52,for each also define data buffering techniques,for each. Also define data buffering techniques?,M32) (320) HOT,4th-year.pdf,1,745
4th Year,443d293b077f,for the space time,For the space time,DS-1095],4th-year.pdf,1,2449
4th Year,20455a192bd7,forward and recurrent network,forward and recurrent network?,SOFT COMPUTING,4th-year.pdf,1,5929
4th Year,b8632f9f3ef6,function can be implemented using a block cipher explain secure socket layer in details,function can be implemented using a block cipher. Explain Secure socket layer in details?,(C),4th-year.pdf,1,2128
4th Year,42f9dfc99118,functionality of export file in nfs,functionality of export file in NFS?,LDAP?,4th-year.pdf,1,6459
4th Year,fa9f22e62229,give,Give,WEB TECHNOLOGY,4th-year.pdf,1,7266
4th Year,55a2f76ec30f,give a brief description about logical time and logical clocks,Give a brief description about logical time and logical clocks?,(5X4=20),4th-year.pdf,1,5117
4th Year,562e61626165,give an algorithm to find the consistent global state in distributed system,Give an algorithm to find the consistent global state in distributed system.,TCS-801/1890/4,4th-year.pdf,1,2828
4th Year,a6844af526f5,give diagram also,Give diagram also.,TCS-702/1420,4th-year.pdf,1,248
4th Year,6fff944949f1,give example,Give example,M32) (320) HOT,4th-year.pdf,1,743
4th Year,67aefeaf426d,give example of their sharing as it occurs in distributed system,Give example of their sharing as it occurs in distributed system.,TCS-801,4th-year.pdf,1,2805
4th Year,93ebec7a87de,give its types and explain them,Give its types and explain them.,B.TECH (VII SEM) SOFT COMPUTING,4th-year.pdf,1,6275
4th Year,a15bdea7ed94,give the comparison between single layers feed forward network multilayer feed,"Give the comparison between Single layers feed forward network, Multilayer feed",SOFT COMPUTING,4th-year.pdf,1,5927
4th Year,dd5abe054d05,give the format of x certificate showing the,Give the format of X.509 certificate showing the,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1901
4th Year,7701685f8c94,give the format of x digital certificate and x certificate revocation,Give the format of X.509 digital certificate and X.509 certificate revocation,MB2) HOSTI,4th-year.pdf,1,2291
4th Year,c81915e31347,give the role of auditing,Give the role of auditing,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5633
4th Year,a4241a8d2bf5,give the significant difference between web portal website,Give the significant difference between Web Portal & Website.,WEB TECHNOLOGY,4th-year.pdf,1,7262
4th Year,404525395065,give three examples with their,Give three examples with their,SOFT COMPUTING,4th-year.pdf,1,5935
4th Year,b2f93a152bc0,hardware software tools would you use and why,hardware/software  tools would you use and why?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1244
4th Year,7c67c23afe6d,hashing and hash functions,Hashing and Hash functions,(B),4th-year.pdf,1,2165
4th Year,ad16b13de3aa,hebest,hebest. 10122930,5X4 20,4th-year.pdf,1,3792
4th Year,0b064373fb4d,how,How,VO1230,4th-year.pdf,1,3842
4th Year,c9d8d546f158,how a data warehouse different from a database,How a data warehouse different from a database?,WATAO,4th-year.pdf,1,4719
4th Year,c811874818ed,how are association rules generated from large databases,How are association rules generated from large databases?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4334
4th Year,d3e3060177dc,how are computer networks vulnerable,(A) How are computer networks vulnerable?,10X2,4th-year.pdf,1,1192
4th Year,f1054ce4c756,how are file organized in unix,(b) How are file organized in UNIX?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4182
4th Year,666d22937806,how are parameters and result passed to a remote,How are parameters and result passed to a remote,Q.3,4th-year.pdf,1,4969
4th Year,f57b5b9a8789,how are resource sharing done in distributed psystem,(a) How are resource sharing done in distributed psystem?,"(SEM. VIII) EXAMINATION, 2012 DISTRIBUTED SYSTEMS",4th-year.pdf,1,2408
4th Year,330ac7f5a848,how are they addressed,How are they addressed,DS-1096],4th-year.pdf,1,3649
4th Year,67a07139b158,how are they similar,How are they similar?,WATAO,4th-year.pdf,1,4719
4th Year,9ffca6df0b31,how artificial intelligence is used in database warehousing,How artificial intelligence is used in Database Warehousing?,[P.T.O.],4th-year.pdf,1,4409
4th Year,d6f6971221c2,how can interlacing be useful,How can interlacing be useful,5X4 20,4th-year.pdf,1,3791
4th Year,35f406aad553,how can it be achieved,How can it be achieved?,P.T.O.,4th-year.pdf,1,7185
4th Year,8f9ba400f49b,how can you combine hash function,How can you combine hash function,MB2) HOSTI,4th-year.pdf,1,2262
4th Year,f3ce317c0111,how can you send a process in,How can you send a process in,Q.2,4th-year.pdf,1,6846
4th Year,84b6f60685ea,how capacity planning is carried out in data warehouse,How capacity planning is carried out in data warehouse?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4640
4th Year,8c77fdcac6e5,how control hazard is detected and resolved,How control hazard is detected and resolved?,Q.3.,4th-year.pdf,1,506
4th Year,921769929c0b,how do you send a process in background,How do you send a process in background?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4229
4th Year,22342f08e922,how does cloud computing,How does cloud computing,Q.5,4th-year.pdf,1,5034
4th Year,9ea570f36ac4,how does it,How does it,DS-1096],4th-year.pdf,1,3707
4th Year,9dfc0d2bb545,how does it offer continued access to data in the face of server and network,How does it offer continued access to data in the face of server and  network,DS-1096],4th-year.pdf,1,3686
4th Year,1817f3997574,how does it overcomes the,How does it overcomes the,P.T.O,4th-year.pdf,1,6346
4th Year,4730ba5f5215,how does networking work in a virtualized data center,(ii)How does networking work in a virtualized data center?,CLOUD SECURITY,4th-year.pdf,1,1647
4th Year,8cf0c25646d2,how does one phase,How does one phase,Q.3,4th-year.pdf,1,4987
4th Year,2967cfe98ed8,how does the dss work,How does the DSS work?,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,1995
4th Year,798e15b5e59c,how does the process of raster scanning create an image on monitor,How does the process of raster scanning create an image on monitor?,5X4 20,4th-year.pdf,1,3791
4th Year,c0db08bfb8aa,how is gcd calculated with euclid s algorithm,(d) How is GCD calculated with Euclid's algorithm?,BCST-802/BITT-802,4th-year.pdf,1,7122
4th Year,f095d0c88178,how is it useful in association rule mining,How is it useful in association rule mining?,MM.: 100,4th-year.pdf,1,4595
4th Year,016c965e12cd,how is location update and roaming done in gsm is reflected in databases,(f) How is location update and roaming done in GSM is reflected in databases?,MOBILE COMPUTING,4th-year.pdf,1,3637
4th Year,b329db2d8aed,how is the concept of relational,How is the concept of relational,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4324
4th Year,26e8627f5117,how is the performance of a,How is the performance of a,E34,4th-year.pdf,1,2498
4th Year,47a8d7d28219,how it can be achieved by using mpi and openmp,How it can be achieved by using MPI and OpenMP?,(A),4th-year.pdf,1,3030
4th Year,190af984f140,how it can be avoided in,How it can be avoided in 3,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1859
4th Year,24e8429887e7,how it is configure,How it is configure?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4275
4th Year,45bed1fad51a,how it is helpful to boost the business through e commerce,How it is helpful to boost the business through e commerce?,TID,4th-year.pdf,1,3407
4th Year,4114fd3cec80,how it revoked,How it revoked?,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2005
4th Year,67e0e66fc893,how ldap worked in active directory,How LDAP worked in Active Directory?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4236
4th Year,6d34e27686cd,how many,How many,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5426
4th Year,c02ffc74d181,how many bits are there in each of tag set and word fields of main,"How many bits are there in each of TAG, SET and WORD fields of main",M32) (320) HOT,4th-year.pdf,1,771
4th Year,3e563ba37577,how many bits are there in main memory address,How many bits are there in main memory address?,M32) (320) HOT,4th-year.pdf,1,767
4th Year,bdfe127bd8f7,how many independents,How many Independents?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5424
4th Year,d0556717a07d,how many republicans,How many Republicans?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5424
4th Year,08dfdabc8373,how many republicans were classified as belonging to the democratic party,How many Republicans were classified as belonging to the Democratic Party?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5426
4th Year,84a859d4562f,how many types of data dependencies are possible in a pipeline,How many types of data dependencies are possible in a pipeline?,M32) (320) HOT,4th-year.pdf,1,743
